,ls3,a4,soct2,idio2,np1,it1,l1b,prot3,vic1ext,aoj11,b1,b2,b3,b4,b6,b43,b12,b13,b18,b21,b21a,b32,b37,b47a,m1,m2,infrax,infra3,ros1,ros4,ing4,eff1,eff2,aoj22new,media3,media4,pn4,d1,d2,d3,d4,d5,d6,lib1,lib2b,lib2c,lib4,usmex1,exc7new,vb1,vb2,vb3n,usvb1011,pol1,usvb20,aca6,q1,q2,q5a,q5b,q3c,q10new,q11n,q12bn,q12,q12m,q12f,etid,www1,gi0
1207,1,59,1,1,2,2,8,2,2,2,3,3,2,4,4,4,4,3,3,2,5,4,1,4,1,4,3,2,4,5,4,3,4,7,1,6,3,9,7,3,2,5,7,3,1,2,1,2,4,1,2,NA,4003,4,1,3,2,38,5,4,4,4,1,0,0,NA,NA,1,1,2
1208,2,2,3,2,2,2,2,2,2,1,6,5,5,6,6,6,6,3,5,2,1,4,5,6,5,4,2,2,1,7,7,4,2,6,7,6,3,5,8,7,5,5,10,2,2,2,2,3,3,1,1,4077,4003,2,2,1,2,29,5,3,2,13,2,0,0,NA,NA,1,1,2
1209,1,22,2,2,2,3,4,2,2,3,4,4,4,4,3,4,5,4,5,4,5,5,5,4,2,3,2,1,5,7,5,3,4,6,4,3,2,5,9,5,6,2,5,2,2,2,2,3,4,1,1,4002,4001,2,3,5,1,44,5,1,1,11,1,0,0,NA,NA,1,1,2
1210,2,58,2,1,2,2,8,2,2,2,3,3,5,6,5,NA,5,4,6,2,4,2,1,6,3,3,2,2,3,7,4,3,6,4,1,7,3,3,6,3,3,10,10,3,2,2,2,2,4,2,2,NA,4001,1,3,3,2,35,5,4,77,4,2,0,0,NA,NA,4006,1,1
1211,1,1,2,2,2,2,4,2,2,2,6,7,6,7,7,7,7,6,7,6,6,6,4,7,2,2,1,1,6,5,5,7,6,7,6,4,2,3,7,6,7,4,4,3,3,2,2,1,2,1,1,4002,4002,2,3,4,2,67,4,2,1,7,2,0,0,NA,NA,1,1,1
1212,2,70,2,2,2,2,10,2,2,2,4,4,4,5,5,7,6,4,6,3,5,5,2,6,2,3,1,1,1,2,5,4,3,6,2,4,2,9,7,3,4,8,1,2,2,2,1,3,3,1,1,4002,4001,2,3,2,2,44,1,1,5,13,2,2,2,2,0,1,1,1
1213,2,11,1,2,1,2,8,2,2,2,6,4,4,5,6,7,7,2,6,3,6,5,1,6,2,4,1,2,1,1,6,4,6,6,1,6,1,10,10,10,10,10,2,2,2,2,2,2,2,1,1,4002,4001,1,3,4,1,42,2,1,5,8,1,0,0,NA,NA,1,1,1
1214,3,15,3,3,2,2,7,2,2,4,3,3,3,3,4,6,6,2,3,1,3,3,3,1,3,3,2,1,3,4,3,3,3,6,3,3,4,4,5,5,1,3,7,3,2,2,2,3,3,1,2,NA,77,3,4,5,1,49,5,3,77,17,1,0,0,NA,NA,1,1,1
1215,2,15,3,1,2,3,5,2,2,3,4,4,4,4,4,6,5,4,4,4,1,4,4,4,5,3,2,2,4,4,4,4,4,4,4,4,2,5,5,5,5,5,10,2,2,2,2,3,3,1,1,4001,4002,2,2,5,2,31,5,2,1,12,2,1,1,0,1,4003,1,1
1216,3,13,2,3,2,2,4,2,2,2,3,6,5,5,5,5,6,1,6,2,1,5,6,5,5,5,2,2,4,7,7,3,7,1,6,6,3,10,10,8,3,10,10,2,2,2,1,1,4,1,1,4001,4003,1,2,6,2,59,5,4,11,NA,4,0,2,1,1,1,1,1
1217,1,21,2,2,2,2,7,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,3,1,1,4001,4003,2,5,1,1,54,5,4,1,14,6,0,0,NA,NA,4003,1,1
1218,1,1,2,2,2,4,5,2,2,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,5,5,6,6,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,2,2,2,2,3,5,2,2,NA,4002,4,2,4,1,41,2,2,2,3,1,0,0,NA,NA,4,1,5
1219,1,15,1,1,1,2,8,2,1,1,2,1,2,5,5,6,5,1,3,2,3,5,1,6,2,5,2,2,1,1,7,3,6,3,1,7,2,10,10,10,10,10,10,2,2,2,2,2,4,1,1,4004,4001,2,5,3,1,50,2,1,2,14,3,1,3,1,2,1,1,1
1220,2,15,3,2,2,2,4,2,2,1,5,3,3,7,2,7,7,1,6,1,1,6,7,7,5,5,1,1,2,4,6,2,5,3,6,7,2,10,10,10,10,10,10,1,2,2,1,3,3,1,1,4001,4003,2,2,2,1,48,5,4,11,16,2,1,1,0,1,1,1,1
1221,2,58,2,2,2,3,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,4,3,7,6,1,5,2,1,6,4,5,8,7,10,1,1,1,1,1,1,3,4,2,2,NA,4003,1,1,1,1,34,5,4,11,3,1,1,0,NA,NA,4,1,1
1222,1,57,2,1,2,3,3,2,2,2,4,3,3,2,4,2,3,2,5,2,1,2,3,2,5,4,1,1,4,5,5,2,2,3,3,3,2,7,9,6,8,10,10,2,2,3,1,2,4,1,1,4001,4003,2,2,8,2,23,5,4,4,NA,1,0,0,NA,NA,1,1,2
1223,2,15,3,2,2,2,2,1,2,2,1,4,2,3,4,NA,1,1,1,1,1,3,2,2,4,4,1,2,4,6,5,1,4,1,2,5,3,10,10,10,1,10,10,1,2,1,1,3,4,2,2,NA,4002,2,2,1,1,32,5,4,11,11,2,0,0,NA,NA,4004,1,1
1224,2,59,2,2,2,2,5,2,2,2,1,1,1,1,1,7,4,1,1,1,1,1,1,5,5,5,1,2,1,1,4,1,4,7,7,7,4,10,10,10,10,10,10,2,1,1,1,3,5,1,1,4001,4003,3,5,1,1,24,5,3,4,16,1,0,0,NA,NA,1,1,2
1225,3,58,2,3,1,2,2,2,1,1,3,3,4,5,5,4,5,2,3,2,1,3,5,6,5,5,1,1,5,5,6,2,5,3,5,2,2,9,10,10,10,10,10,2,2,2,1,1,3,1,1,4001,4002,1,2,7,2,41,5,4,11,7,2,1,1,0,1,1,1,1
1226,2,57,1,1,2,1,6,2,2,2,4,1,4,5,7,7,7,5,3,1,5,5,6,3,3,3,2,2,5,7,7,7,7,7,6,6,2,10,10,5,10,10,10,2,2,2,1,3,3,2,2,NA,4003,4,1,4,2,63,5,1,1,1,4,0,1,1,0,1,1,4
1227,1,15,2,2,2,4,NA,2,2,3,5,6,3,1,1,1,4,1,3,1,1,2,3,1,3,3,3,1,1,5,1,1,1,6,3,3,3,10,4,1,1,5,1,2,2,2,2,3,4,1,1,4001,4002,2,2,7,2,57,5,4,77,15,4,0,2,0,2,4,1,4
1228,2,15,3,2,2,1,5,2,2,1,7,4,6,6,7,7,6,3,6,5,1,5,4,7,5,4,1,2,2,4,7,4,3,6,6,6,2,10,9,9,9,9,10,3,2,2,2,2,4,1,1,4001,4003,2,2,4,1,77,2,2,2,16,6,0,5,2,3,1,1,1
1229,2,15,3,2,2,2,1,2,2,2,3,2,2,2,3,3,4,2,4,1,1,3,2,2,5,5,1,2,1,6,5,2,4,2,3,1,3,10,10,8,7,10,10,2,2,2,1,1,4,1,1,4001,4002,2,2,1,2,36,5,4,4,12,2,1,1,0,1,1,1,4
1230,1,33,3,1,1,2,8,2,1,1,2,3,2,1,4,3,5,1,3,1,3,3,1,2,2,2,3,2,3,6,5,2,6,7,2,2,3,6,8,5,5,8,9,2,2,1,1,2,4,1,1,4002,4003,2,5,3,2,34,1,1,1,16,2,3,4,0,4,1,1,1
1231,2,15,2,2,2,2,5,2,2,2,5,5,3,5,5,7,6,5,6,5,1,5,4,2,5,3,2,2,5,6,5,4,5,6,6,3,3,8,8,4,4,8,10,2,1,2,2,3,3,1,1,4001,4002,2,2,4,2,69,5,2,1,14,6,0,4,3,1,1,1,1
1232,2,58,1,2,2,1,4,2,2,1,5,3,4,3,5,4,6,2,5,1,1,6,3,7,5,4,1,1,1,5,6,3,6,2,4,5,3,10,10,10,8,10,10,2,2,2,2,1,4,1,1,4001,4003,2,2,1,1,28,5,4,11,12,3,2,3,2,1,1,1,1
1233,2,33,1,1,1,1,9,2,2,1,6,7,6,7,7,7,7,5,5,4,7,7,3,4,1,2,1,1,2,4,6,5,5,7,1,7,2,3,3,3,3,8,5,3,3,2,2,2,3,1,1,4002,4001,1,3,5,2,63,3,1,2,14,2,0,2,1,1,1,1,1
1234,2,3,1,2,2,2,9,2,2,2,4,5,4,5,5,5,4,3,3,3,5,4,3,6,1,3,3,3,4,4,6,3,4,3,1,7,3,5,6,5,5,5,5,2,3,3,2,2,5,2,2,NA,4001,2,3,5,2,60,5,2,77,NA,4,0,1,1,0,1,1,1
1235,1,15,1,1,1,1,5,1,2,1,4,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,3,3,6,6,6,6,6,6,6,6,1,9,9,9,9,9,9,3,3,3,3,1,3,1,1,4002,4002,1,5,1,1,61,1,1,1,16,6,0,0,NA,NA,1,1,1
1236,2,15,2,2,2,2,6,2,1,2,4,2,4,4,4,5,5,3,5,1,4,4,1,5,3,5,4,3,4,7,5,1,4,2,2,7,3,6,7,6,5,4,3,3,2,1,2,3,4,2,2,NA,4003,1,5,2,1,42,1,1,2,10,2,0,0,NA,NA,1,1,2
1237,3,13,2,2,2,2,5,2,2,2,4,2,3,3,4,6,6,1,1,2,1,3,4,6,5,5,5,2,3,7,4,1,5,2,2,7,3,10,10,10,10,10,10,1,1,1,1,3,4,1,1,4001,4003,3,5,4,1,61,5,2,2,6,1,0,2,2,0,4,1,1
1238,1,1,2,2,2,2,3,2,2,2,5,5,6,6,6,6,7,3,5,4,6,6,1,6,3,5,1,1,1,2,6,6,6,6,1,5,2,6,7,3,5,8,1,1,1,1,2,3,4,1,1,4002,4002,2,2,2,1,32,2,2,2,15,2,1,1,1,0,1,1,1
1239,1,15,2,2,2,2,5,2,2,2,5,3,4,4,5,5,6,3,6,2,1,6,1,3,4,3,1,1,1,3,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,NA,NA,1,3,1,1,4003,4003,2,5,7,2,28,2,1,5,11,2,2,2,0,2,1,1,1
1240,4,1,3,3,2,3,3,2,1,3,2,2,2,1,1,1,3,1,2,1,1,2,2,1,5,4,2,2,1,7,2,1,6,2,2,7,4,8,8,7,6,1,1,1,1,1,1,2,5,1,1,4001,4002,2,2,7,1,27,5,4,2,5,3,1,1,1,0,4003,1,1
1241,2,12,2,2,2,2,7,2,2,2,5,5,5,6,5,7,7,5,6,4,6,6,4,6,2,3,1,1,2,2,7,2,4,4,4,4,2,7,4,3,4,4,1,2,2,2,2,3,3,1,1,4077,77,2,3,4,2,75,4,1,5,3,4,0,3,1,2,1,1,1
1242,2,13,1,1,2,2,10,2,2,1,4,4,4,6,7,7,7,4,5,4,7,5,1,7,1,4,2,2,1,2,7,5,5,5,1,7,2,1,4,3,2,4,1,1,2,1,1,2,4,1,1,4002,4001,2,3,4,1,73,5,2,2,7,2,0,3,1,2,1,1,5
1243,2,60,2,2,1,2,9,2,2,1,6,5,7,6,5,7,4,5,4,5,5,6,7,7,3,3,3,3,7,6,5,5,5,5,6,6,2,8,7,8,9,9,8,2,2,2,2,2,2,3,2,NA,4002,2,3,4,1,19,2,2,6,17,1,1,0,NA,NA,4,1,1
1244,3,10,2,2,2,2,4,2,2,2,4,4,3,2,2,2,3,2,2,2,1,3,4,2,5,4,2,2,4,5,6,2,4,3,5,5,3,10,10,9,10,10,10,2,2,2,2,3,4,1,1,4004,4003,2,5,1,2,26,5,4,11,8,3,0,0,NA,NA,1,1,2
1245,1,6,1,2,2,3,6,2,2,2,7,6,6,7,7,7,7,5,7,4,7,7,1,7,1,2,1,2,4,4,7,6,6,7,3,4,2,10,6,6,6,6,6,3,2,2,2,3,2,1,1,4002,4002,2,3,1,2,45,2,1,2,1,2,1,1,0,1,4005,1,2
1246,1,15,3,2,2,2,8,2,2,1,5,1,2,1,1,7,7,4,5,1,1,3,5,6,5,3,1,1,1,2,6,1,5,5,6,6,3,8,9,8,10,10,9,2,2,2,1,1,3,1,1,4001,4002,4,2,4,2,80,3,1,1,6,2,0,0,NA,NA,1,1,1
1247,2,10,1,1,1,1,3,1,1,1,5,2,4,3,2,5,2,3,4,3,2,6,6,4,5,5,1,1,1,6,7,5,5,2,6,5,2,10,10,10,10,10,10,2,1,1,1,1,4,2,2,NA,77,1,5,8,1,32,5,3,77,1,1,0,0,NA,NA,4004,1,1
1248,1,70,2,1,2,2,5,2,1,2,1,1,1,1,1,NA,1,1,1,1,1,1,4,1,3,3,2,3,4,4,1,1,5,4,2,5,4,6,6,6,6,5,3,1,1,1,1,3,4,2,2,NA,77,4,1,3,1,45,1,1,12,16,2,0,0,NA,NA,1,1,1
1249,1,33,2,1,1,2,6,2,1,2,5,3,4,5,5,5,7,5,6,5,6,6,7,7,2,3,2,2,1,4,7,5,6,6,6,5,2,3,8,4,6,9,10,2,3,1,2,2,3,1,1,4002,4001,1,3,3,1,19,2,1,1,10,1,1,1,0,1,4003,1,1
1250,1,15,1,2,2,2,8,2,2,1,6,2,5,6,4,7,6,1,5,1,6,3,1,6,2,4,2,2,4,2,7,2,7,6,2,7,2,10,9,9,8,10,4,2,2,1,2,3,4,1,1,4002,4001,1,3,1,1,57,2,1,1,14,2,0,2,1,1,1,1,1
1251,1,3,2,2,2,2,4,2,2,2,3,3,4,5,6,7,7,4,3,4,6,4,2,4,2,3,1,2,1,4,7,6,5,4,4,6,2,9,9,7,8,8,8,3,2,2,2,3,3,3,2,NA,4002,3,2,1,1,42,5,4,4,13,3,0,1,0,1,4003,1,2
1252,2,10,2,2,2,2,3,2,2,1,3,4,5,3,5,3,5,2,5,3,1,6,4,5,5,4,2,3,3,7,7,3,6,1,3,5,3,9,9,9,9,8,10,2,2,2,1,3,2,1,1,4001,4002,1,2,8,1,23,5,4,11,16,1,0,0,NA,NA,1,1,1
1253,2,59,3,2,2,3,8,1,1,3,6,5,5,4,6,5,6,5,3,5,4,3,6,5,4,4,4,4,4,5,4,3,6,6,5,4,2,6,6,6,7,7,5,1,2,3,2,2,3,1,1,4001,4002,1,2,3,2,64,2,2,2,5,3,0,0,NA,NA,4003,1,1
1254,3,57,3,2,2,3,6,2,2,3,4,5,4,4,3,5,6,5,4,3,1,4,4,5,5,4,1,1,4,6,5,4,3,5,4,5,2,8,7,3,5,4,6,2,3,2,2,2,3,1,1,4001,4002,2,2,4,1,46,4,2,5,6,3,1,2,0,2,4003,1,1
1255,1,5,2,2,2,4,5,2,2,4,5,3,4,4,5,6,5,4,2,5,6,5,5,5,2,4,2,1,4,5,4,3,4,5,4,5,3,5,6,3,5,3,1,2,2,2,2,3,3,2,2,NA,4002,3,1,6,1,37,4,1,2,15,1,0,0,NA,NA,4,4,4
1256,4,17,2,1,2,2,5,2,2,1,4,1,3,4,5,7,7,1,4,1,4,5,1,4,3,5,1,1,1,1,7,1,7,7,1,1,3,10,10,1,1,1,1,3,3,3,3,2,4,1,1,4003,4003,3,5,3,1,69,5,2,5,9,6,0,1,0,1,1,1,1
1257,2,30,2,1,2,2,7,2,2,1,4,3,2,4,3,7,7,1,6,1,1,4,3,5,5,4,1,1,1,3,6,2,3,5,3,6,3,9,10,10,10,9,1,2,2,2,1,2,3,1,1,4001,4003,3,3,6,1,64,5,4,2,13,4,0,3,1,2,1,1,2
1258,3,22,2,2,2,3,5,2,2,2,4,4,6,6,5,7,6,5,4,4,1,2,3,6,4,3,1,1,4,4,4,4,4,4,4,4,3,5,5,5,5,5,5,NA,NA,NA,NA,1,2,2,2,NA,4002,3,1,7,2,37,4,1,77,10,2,2,2,0,2,4,1,4
1259,1,21,3,2,1,2,8,2,2,3,3,6,3,4,6,7,5,5,3,5,1,4,2,3,5,4,1,2,4,2,4,1,5,3,4,3,2,5,6,1,1,6,8,2,1,1,1,2,2,1,1,4001,4003,3,1,1,2,39,4,2,1,6,1,1,4,4,0,4,1,2
1260,2,13,1,1,2,2,9,2,2,1,5,3,6,6,6,7,7,4,7,3,6,3,2,6,2,4,1,1,1,2,6,2,5,6,1,6,3,10,10,3,1,10,10,3,3,3,2,2,4,1,1,4002,4001,2,3,1,2,58,5,4,4,9,4,0,3,2,1,1,1,1
1261,3,13,3,2,2,3,3,2,2,2,3,2,2,1,1,2,5,2,4,2,1,1,5,2,5,4,1,1,6,6,6,2,5,2,6,6,4,8,10,8,8,10,10,2,1,1,1,1,4,2,2,NA,4002,2,2,5,1,20,5,4,4,10,1,0,0,NA,NA,1,1,1
1262,2,23,2,1,1,2,5,2,2,2,4,3,3,3,2,3,4,2,4,2,2,3,2,2,3,4,3,3,3,5,5,2,2,6,3,4,3,3,3,4,3,5,4,2,2,2,2,3,4,2,2,NA,77,3,5,5,2,44,3,1,2,6,4,0,0,NA,NA,1,1,1
1263,2,30,2,2,2,2,8,2,2,2,5,5,6,6,6,6,6,6,6,4,4,4,1,6,2,2,2,1,1,2,7,6,5,6,1,5,2,9,9,9,7,8,9,2,2,2,2,1,3,1,1,4002,4001,2,3,4,2,53,2,1,5,5,6,0,0,NA,NA,1,1,4
1264,1,22,3,1,2,2,1,2,2,2,2,2,3,2,3,4,3,1,1,3,4,5,4,4,3,4,4,4,2,3,6,2,4,3,3,3,3,2,3,2,4,5,1,2,3,2,2,3,4,1,1,4002,4003,3,2,1,2,43,4,1,5,6,1,0,1,0,1,4006,1,2
1265,1,14,1,1,2,3,6,2,2,4,2,3,3,4,5,5,4,5,2,3,6,4,4,3,1,5,4,5,3,4,4,5,3,3,4,5,3,5,6,7,5,7,5,3,2,2,3,2,4,1,1,4002,4001,3,3,1,2,40,4,2,2,12,2,0,3,1,2,1,1,4
1266,1,25,2,2,1,2,4,1,2,3,4,7,7,3,4,6,1,6,4,5,2,5,6,5,1,3,2,3,7,7,3,5,5,2,5,3,1,4,10,3,5,1,1,1,3,3,3,3,3,1,1,4002,4003,1,2,3,2,31,2,1,3,13,2,0,1,1,0,1,1,1
1267,2,15,2,1,2,2,9,2,1,2,6,6,6,7,7,6,6,6,6,7,6,5,6,6,2,2,1,1,6,6,6,6,6,6,6,6,2,9,9,8,8,8,9,1,1,2,2,2,2,2,2,NA,4001,2,1,4,2,61,3,2,2,7,2,0,1,1,0,1,1,1
1268,2,25,2,2,2,2,3,2,2,2,5,4,4,3,5,4,7,4,5,4,1,4,5,6,5,3,1,1,5,7,6,4,7,4,6,4,2,9,10,10,10,10,10,2,2,2,1,3,3,1,1,4001,4002,1,2,1,2,37,5,3,4,11,1,0,0,NA,NA,1,1,1
1269,1,33,2,1,2,2,5,2,2,1,2,4,4,5,4,5,4,4,5,4,3,4,3,3,4,3,2,1,5,4,4,3,3,4,3,4,3,7,6,6,6,8,8,3,2,3,1,3,2,1,2,NA,4003,2,2,2,2,36,2,1,2,7,2,2,2,0,2,1,1,2
1270,2,13,1,1,2,2,10,2,2,2,3,3,3,4,5,7,6,1,4,3,7,3,2,5,1,3,3,3,3,4,3,2,4,6,4,6,3,8,6,1,3,7,5,1,2,3,2,3,4,1,1,4002,4001,2,3,3,2,62,2,1,2,5,4,0,1,1,0,1,1,1
1271,3,59,3,3,2,3,6,2,1,2,3,2,4,5,5,5,4,2,2,2,1,2,5,3,5,4,2,2,2,5,5,3,5,4,5,2,3,10,10,10,10,6,1,1,2,1,2,2,3,1,1,4001,4003,1,2,5,1,56,2,1,2,9,1,0,1,1,0,1,1,1
1272,2,15,2,2,2,2,5,2,2,1,5,5,3,6,4,7,6,4,5,3,1,3,2,3,4,3,2,2,1,4,5,1,5,5,3,7,2,10,10,8,5,5,5,3,2,2,2,3,3,1,1,4001,4002,2,2,1,2,28,2,1,5,16,1,0,0,NA,NA,1,1,2
1273,3,15,3,2,2,2,5,2,2,2,4,5,5,4,5,NA,5,4,4,4,1,5,5,2,5,3,1,1,5,4,5,2,6,5,6,5,2,8,10,10,8,7,10,2,2,2,1,3,3,1,1,4001,4002,1,2,3,2,35,4,2,1,7,3,1,2,2,0,4003,1,1
1274,2,15,3,3,2,2,2,1,2,1,3,2,2,2,3,NA,6,1,5,4,1,5,5,4,5,5,1,1,4,6,7,1,6,3,5,6,3,10,10,10,10,10,10,2,2,2,2,3,3,2,2,NA,4002,1,1,7,2,42,5,4,11,14,1,0,1,0,1,1,1,1
1275,4,3,3,3,2,4,1,2,2,3,4,6,5,7,5,7,7,4,7,4,7,5,2,5,1,2,3,2,1,4,5,7,4,4,1,7,2,1,6,1,1,7,6,3,2,3,1,1,4,1,1,4002,4001,4,3,5,2,25,5,4,4,17,4,1,1,0,1,1,1,4
1276,3,5,3,3,2,2,5,2,2,2,3,5,5,5,6,7,7,2,7,1,1,4,7,4,4,4,4,4,4,6,4,1,4,7,7,5,4,10,7,6,7,4,4,2,2,2,1,2,4,1,1,4001,4002,1,2,3,2,55,4,2,1,6,2,0,1,1,0,1,1,1
1277,2,5,NA,3,2,2,4,2,2,2,4,4,4,3,4,NA,5,3,2,2,1,3,4,3,4,3,2,NA,1,4,6,5,5,6,5,3,NA,3,9,2,3,6,7,2,2,NA,NA,NA,4,2,2,NA,77,1,4,3,2,43,5,2,1,NA,2,NA,0,NA,NA,4003,1,1
1278,1,22,3,2,2,2,2,2,2,2,7,6,2,2,4,4,7,3,6,4,1,6,5,6,5,3,2,2,4,7,6,1,6,5,5,2,2,10,10,4,5,10,10,2,2,1,1,1,4,1,1,4001,4002,1,2,4,2,35,2,2,77,3,1,0,0,NA,NA,1,1,1
1279,1,59,3,3,2,2,8,2,2,1,5,3,3,5,7,7,7,4,6,2,1,4,6,7,5,4,1,1,5,2,6,2,4,4,6,5,2,10,10,10,10,10,1,2,2,2,1,3,3,1,1,4004,4002,2,3,2,2,57,2,1,1,7,2,0,4,1,3,1,1,2
1280,2,12,3,3,2,1,1,2,2,3,4,3,4,3,4,4,5,4,5,4,1,3,3,1,5,3,2,1,4,3,4,4,2,4,4,5,3,5,10,5,6,10,5,2,2,2,2,3,3,1,1,4001,4002,2,2,4,1,31,5,1,3,7,1,0,0,NA,NA,1,1,1
1281,1,25,3,2,2,4,5,2,2,1,5,1,1,1,1,NA,7,1,3,1,1,1,1,1,5,5,1,1,4,1,3,1,1,1,1,1,4,10,5,1,1,1,6,2,3,2,2,3,5,1,1,4001,4002,4,2,4,2,29,5,4,1,3,1,0,0,NA,NA,4006,1,1
1282,3,15,3,1,2,2,3,2,2,2,3,2,3,3,4,2,4,3,2,1,1,2,3,3,5,4,1,1,2,5,4,3,5,4,3,6,3,7,10,6,4,10,10,1,2,1,2,3,4,1,1,4001,4002,2,2,1,2,25,4,2,2,8,1,0,0,NA,NA,4003,1,2
1283,3,4,1,1,2,2,4,2,2,2,5,5,6,7,7,6,6,3,4,2,3,4,6,7,3,4,3,2,4,5,7,4,4,5,6,5,2,10,10,10,10,10,10,2,2,2,1,3,3,1,1,4001,4003,2,2,5,1,59,5,4,11,3,6,0,1,1,0,4003,1,1
1284,2,15,1,2,2,3,7,2,2,1,3,3,4,5,6,7,6,3,4,2,7,3,1,3,1,4,3,2,1,1,5,1,6,7,1,6,2,9,9,8,8,2,1,1,1,1,1,2,4,1,1,4077,77,2,5,1,1,69,5,2,4,13,2,0,3,1,2,4003,1,1
1285,2,57,3,2,1,2,7,2,2,2,5,4,4,6,6,5,7,3,6,3,5,5,3,5,2,3,1,1,4,5,5,3,4,5,2,5,2,6,5,2,2,6,4,3,3,2,1,1,4,1,1,4002,4001,2,3,1,1,59,4,2,1,7,2,0,0,NA,NA,1,2,4
1286,1,25,2,1,2,2,3,2,2,1,5,3,2,4,4,6,6,4,5,4,1,4,3,4,5,3,2,2,1,4,6,4,7,6,6,4,3,10,10,9,10,10,4,2,1,1,1,3,2,1,1,4004,4002,1,5,2,2,34,4,1,5,13,2,1,1,1,0,4,1,2
1287,2,13,3,3,2,1,5,2,1,1,3,4,3,3,3,5,4,3,4,4,5,5,1,3,3,3,1,1,4,7,4,1,4,3,1,7,3,10,6,6,6,10,10,3,2,1,1,3,4,1,1,4077,4003,2,5,7,2,24,5,1,4,8,1,0,0,NA,NA,1,1,2
1288,3,13,2,2,1,1,2,1,2,2,5,3,2,3,5,6,6,2,5,3,1,4,6,4,5,5,1,2,2,6,7,1,6,3,4,7,3,10,10,4,9,10,10,2,1,2,1,3,3,1,2,NA,4002,1,2,6,2,36,5,4,4,17,1,NA,NA,NA,NA,4003,1,1
1289,3,33,2,2,1,2,8,2,1,2,5,6,5,5,5,5,5,5,5,5,5,4,4,5,2,2,3,3,5,5,5,5,5,5,6,5,2,7,7,8,7,8,7,1,1,2,2,3,3,2,2,NA,4002,2,2,5,2,34,5,2,77,1,2,3,3,2,1,1,2,2
1290,2,15,3,3,1,2,5,2,2,2,4,3,2,4,4,5,6,4,4,4,1,6,5,4,5,4,2,2,1,5,7,1,5,4,5,7,2,7,9,6,7,9,9,1,1,1,1,1,2,1,1,4001,4002,1,2,4,1,52,4,1,1,8,2,0,2,2,0,4003,1,1
1291,2,3,1,1,2,1,10,2,2,1,5,7,7,7,7,5,7,7,7,6,6,6,6,6,2,2,2,4,7,6,6,4,5,5,5,6,2,10,10,10,10,10,8,2,2,2,2,1,1,2,2,NA,4002,4,1,4,1,25,5,1,2,17,1,0,0,NA,NA,1,1,4
1292,4,57,3,3,2,3,5,2,2,4,4,5,4,5,5,3,5,5,5,5,4,5,5,5,4,3,2,2,4,6,4,4,3,6,5,5,2,6,3,2,2,9,10,2,2,2,2,3,2,2,2,NA,77,2,4,7,2,29,5,3,4,3,5,0,1,0,1,4004,1,1
1293,1,33,2,2,2,1,5,2,2,2,6,5,6,6,6,7,7,6,7,6,7,6,6,6,1,2,2,2,6,6,5,6,7,5,7,6,2,6,8,8,6,8,8,2,2,2,2,3,1,2,2,NA,4003,2,4,4,2,69,5,2,77,5,2,0,2,2,0,1,1,2
1294,2,17,3,2,2,4,8,NA,2,3,4,4,4,2,3,7,5,5,6,4,1,5,1,1,3,3,3,2,4,3,2,4,3,4,4,3,1,4,4,4,4,3,1,2,1,2,1,3,2,1,1,4077,4002,2,2,5,2,21,2,1,2,9,1,1,1,0,1,4003,1,1
1295,2,33,2,2,2,3,1,2,2,2,4,3,5,4,3,5,6,3,3,1,1,3,5,1,5,4,2,2,3,5,7,5,3,4,6,5,2,9,8,9,8,6,5,2,2,2,1,3,3,1,1,4001,4002,4,2,7,2,29,4,2,2,17,1,0,0,NA,NA,4003,1,1
1296,4,15,3,3,1,3,5,2,2,2,4,2,2,5,4,4,3,2,3,2,1,3,5,5,5,5,1,1,2,6,7,3,5,4,6,7,3,10,10,10,10,10,10,2,2,1,1,1,4,1,1,4001,4001,1,2,3,1,49,5,4,11,10,2,0,0,NA,NA,1,1,1
1297,2,58,2,2,2,2,9,2,1,2,3,4,3,2,4,7,5,3,5,2,4,4,3,3,3,3,1,2,3,3,3,2,4,7,4,4,2,4,3,4,5,5,4,2,2,2,1,3,3,3,2,NA,4003,4,1,1,2,35,3,2,1,1,2,0,0,NA,NA,4003,1,1
1298,1,13,1,1,2,1,5,2,2,2,5,6,5,6,4,7,6,5,4,4,2,5,5,3,3,1,2,2,5,7,7,7,5,7,6,4,2,10,10,9,9,10,10,2,2,2,1,1,3,1,2,NA,4003,2,2,5,1,21,5,2,5,3,1,1,0,NA,NA,1,1,2
1299,2,12,2,2,2,2,8,2,1,3,5,2,4,3,3,3,4,5,2,2,4,5,2,4,3,3,3,4,3,4,5,1,3,1,3,5,2,4,1,2,4,7,1,1,2,1,2,2,2,2,2,NA,4001,2,3,8,2,20,5,1,77,17,1,0,0,NA,NA,4004,1,1
